visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,visible_range,visible_norm_range,log_entropy,entropy_x_contrast,IR_range,IR_norm_range
6.8648,143.5934,72.0237,12.0417,243.675,0.039,3.389,-18.6017,37.3919,4.3618,71.5697,10.425605989977859,-3.2441936328524905,9.503325,33.0301,-1.7756495374078711
5.0,151.0,46.3125,0.092,986.0541,0.0233,3.9459,165.0,240.0,215.5352,104.6875,20.9375,-3.7593019184104817,22.97506053,24.4648,0.14827151515151513
6.2198,75.874,29.2011,7.4333,92.7167,0.061,2.9521,8.097000000000001,33.1456,23.8285,46.6729,7.503922955722048,-2.7968814148088263,5.6557187,9.317100000000003,1.1506854390515011
9.6595,102.9618,50.7488,6.4875,79.3708,0.0703,2.8684,-100.4897,27.7162,-60.7694,52.213,5.405352243904964,-2.6549834801655177,5.579767240000002,88.4856,-0.8805439761487994
11.0,180.0,79.3711,0.0825,668.7709,0.0242,3.8326,152.0,230.0,189.2305,100.6289,9.14808181818182,-3.721402645819496,16.18425578,40.7695,0.2682203947368421
2.0,4.0,2.8242,0.0006,0.1458,0.7509,0.4154,246.0,248.0,246.7031,1.1758000000000002,0.5879000000000001,-0.2864827918762988,0.10948122000000003,1.2968999999999935,0.005271951219512168
3.855,65.3399,16.0964,3.6417,50.825,0.3105,1.9645,-44.4983,39.0675,23.0608,49.2435,12.773929961089491,-1.1695713776086036,15.7811625,16.006700000000002,-0.3597148655117162
2.0,97.0,19.8477,0.0511,412.2917,0.0542,3.3583,197.0,241.0,232.0234,77.1523,38.57615,-2.9150743705365367,22.34621014,8.97659999999999,0.04556649746192889
6.0,189.0,65.3516,0.0848,797.3792,0.0241,3.8927,150.0,236.0,199.9023,123.6484,20.608066666666666,-3.7255434384855284,19.21683872,36.0977,0.24065133333333336
15.0,190.0,82.2031,0.0769,628.6542,0.0249,3.8413,157.0,231.0,192.8516,107.7969,7.1864599999999985,-3.6928874755114753,15.653489579999995,38.14840000000001,0.24298343949044596
6.2198,50.7211,14.1977,3.8708,40.5875,0.1442,2.3807,-39.9264,33.5741,18.9999,36.5234,5.872118074536159,-1.9365540541312884,5.852717500000001,14.5742,-0.36502664903422294
8.7996,107.6914,59.0299,7.9458,109.2958,0.0571,3.0402,-20.584,30.7739,-0.8564,48.6615,5.5299672712396015,-2.8629511623201727,6.2407901799999985,31.6303,-1.5366449669646332
4.0,148.0,34.5859,0.0861,927.025,0.0249,3.8987,186.0,243.0,227.2773,113.4141,28.353525,-3.6928874755114753,23.082922500000002,15.722700000000005,0.08453064516129034
24.0,182.0,108.0859,0.0566,379.5084,0.0353,3.5302,93.0,222.0,154.707,73.9141,3.079754166666667,-3.343872315042886,13.39664652,67.293,0.7235806451612904
6.0,136.0,31.125,0.046,284.6208,0.045,3.3841,188.0,247.0,232.8906,104.875,17.479166666666668,-3.1010927892118167,12.807935999999998,14.109399999999996,0.07504999999999996
76.304,86.8381,82.2882,0.4208,0.5125,0.5098,0.7628,-98.9616,-91.0187,-95.1608,4.549899999999994,0.059628590899559575,-0.673736787040122,0.2612725,4.142099999999999,-0.04185562884997816
47.0,215.0,166.6914,0.0559,383.2834,0.0389,3.4877,189.0,225.0,194.0938,48.30860000000001,1.0278425531914896,-3.2467610283577364,14.909724259999996,30.90620000000001,0.1635248677248678
5.0,78.0,24.6289,0.0399,186.6375,0.0474,3.2339,218.0,247.0,237.3555,53.3711,10.67422,-3.0491330502811063,8.846617499999997,9.644499999999994,0.04424082568807337
2.0,21.0,4.0586,0.0033,4.6417,0.4841,1.1516,240.0,255.0,249.8438,16.9414,8.4707,-0.7254637820364884,2.24704697,5.1562000000000126,0.021484166666666717
5.0,169.0,54.0313,0.1016,1303.7709,0.0224,4.0419,176.0,252.0,225.3438,114.9687,22.99374,-3.798694320121143,29.20446816,26.65620000000001,0.1514556818181819
2.0,83.0,5.5898,0.0117,60.2958,0.3911,1.6752,210.0,253.0,249.6172,77.4102,38.7051,-0.9387919972206686,23.58168738,3.382800000000003,0.016108571428571444
2.0,194.0,43.7109,0.1003,1282.8085,0.0255,3.939,180.0,248.0,225.5625,150.2891,75.14455,-3.669076826817757,32.71161675,22.4375,0.12465277777777778
4.715,140.1537,34.4379,10.5417,240.4083,0.0523,3.2781,-4.0324,40.9373,28.4727,105.7158,22.421166489925767,-2.9507589079112595,12.57335409,12.4646,-3.091111992857852
11.0,158.0,47.8906,0.0711,541.6167,0.0274,3.7574,164.0,242.0,220.3672,110.1094,10.009945454545452,-3.5972122655881127,14.84029758,21.632800000000003,0.13190731707317074
3.0,47.0,6.9766,0.0114,24.9583,0.161,2.1511,230.0,252.0,247.6758,40.0234,13.341133333333335,-1.826350913997674,4.0182863000000015,4.324199999999991,0.01880086956521735
5.0,107.0,44.9219,0.0396,188.4584,0.0542,3.1971,184.0,246.0,221.6445,62.0781,12.41562,-2.9150743705365367,10.21444528,24.35550000000001,0.132366847826087
3.0,172.0,29.5508,0.0732,800.7667,0.035,3.6856,176.0,245.0,230.8164,142.4492,47.48306666666666,-3.3524072174927237,28.026834500000003,14.183600000000013,0.08058863636363643
10.0,130.0,42.8125,0.0586,402.3584,0.0339,3.5997,174.0,237.0,217.7031,87.1875,8.71875,-3.3843402645957323,13.63994976,19.296899999999994,0.11090172413793101
3.64,54.1609,5.501,0.7958,6.8625,0.5959,0.9683,23.2689,42.9966,41.2829,48.6599,13.368104395604394,-0.5176824112292039,4.08936375,1.7137000000000029,0.07364765846258323
40.617,98.6621,82.0657,3.525,23.5583,0.1178,2.3276,-15.8096,2.5796,-12.7757,16.596399999999992,0.408607233424428,-2.138767007764651,2.77516774,15.3553,-0.9712642951118308
5.0,79.0,16.1094,0.0254,96.9042,0.0814,2.8306,200.0,242.0,234.1055,62.8906,12.57812,-2.5083800059736423,7.88800188,7.894499999999994,0.039472499999999966
1.0,63.0,12.1055,0.0347,209.3375,0.1047,2.909,217.0,249.0,242.3125,50.8945,50.8945,-2.2566561611056457,21.91763625,6.6875,0.030817972350230413
3.855,15.4641,4.2758,0.1,0.3583,0.9189,0.2265,35.0668,39.6925,38.7283,11.1883,2.902282749675746,-0.08457797647529773,0.32924187000000005,0.9642000000000052,0.02749609317074855
2.0,28.0,3.7188,0.0023,3.8917,0.5716,0.8424,237.0,247.0,245.6055,24.2812,12.1406,-0.5593158329264247,2.22449572,1.3944999999999936,0.005883966244725712
44.4866,140.5837,81.8751,8.2083,114.325,0.062,2.994,-24.913,8.097000000000001,-14.8237,58.70859999999999,1.319691772353922,-2.7806208939370456,7.08815,22.920700000000004,-0.9200297033677198
8.0,155.0,46.4492,0.0799,861.025,0.0295,3.772,107.0,227.0,189.1602,108.5508,13.56885,-3.523365015636363,25.4002375,37.8398,0.3536429906542056
4.0,155.0,35.7617,0.0653,568.9292,0.0379,3.6201,180.0,242.0,224.9883,119.2383,29.809575,-3.2728041668937564,21.56241668,17.01169999999999,0.0945094444444444
3.2101,51.1511,6.7136,1.3958,15.5625,0.5453,1.1764,27.0552,39.276,36.6243,44.4375,13.843026696987634,-0.6064191770501212,8.48623125,2.6516999999999977,0.09801073361128353
7.0,173.0,57.7227,0.0826,740.6124,0.0241,3.8884,165.0,246.0,212.5938,115.2773,16.468185714285713,-3.7255434384855284,17.84875884,33.40620000000001,0.20246181818181827
5.0,169.0,45.2383,0.075,799.4958,0.0332,3.7414,155.0,236.0,211.6172,123.7617,24.75234,-3.4052054030596937,26.54326056,24.382800000000003,0.15730838709677422
5.5749,47.0664,13.4914,2.575,13.8667,0.1576,2.0762,-12.7902,35.2792,24.4446,33.575,6.0225295520995905,-1.8476951015583585,2.18539192,10.834600000000002,-0.8471016872292851
5.0,78.0,17.043,0.0299,140.3542,0.0764,2.9614,195.0,238.0,230.6953,60.957,12.1914,-2.5717725828096625,10.723060879999998,7.304699999999998,0.03745999999999999
2.0,120.0,16.082,0.0413,392.1208,0.0961,2.9945,204.0,250.0,242.0039,103.91799999999999,51.958999999999996,-2.34236596300589,37.68280888,7.9961000000000135,0.03919656862745104
6.0,102.0,20.4883,0.0282,143.8125,0.0876,2.8622,209.0,247.0,239.3516,81.5117,13.585283333333335,-2.4349742810397914,12.597975,7.6484000000000085,0.036595215311004826
5.7899,93.5026,24.1112,5.4833,77.8917,0.1119,2.6489,-6.3784,33.3599,25.0633,69.3914,11.984904747923107,-2.1901496636642577,8.71608123,8.296600000000002,-1.3007337263263516
8.0,166.0,69.9609,0.0659,542.725,0.0317,3.6293,150.0,233.0,190.8125,96.0391,12.0048875,-3.451438598098902,17.2043825,42.1875,0.28125
9.0,227.0,92.4805,0.1325,1890.4169,0.0166,4.2457,165.0,237.0,199.5391,134.5195,14.946611111111109,-4.098352583619639,31.38092054,37.46090000000001,0.22703575757575764
8.0,112.0,34.6016,0.0451,255.5917,0.0454,3.3419,187.0,239.0,224.0938,77.39840000000002,9.6748,-3.0922431739348353,11.60386318,14.906200000000013,0.07971229946524071
7.0,141.0,32.9063,0.067,547.2209,0.0325,3.6859,166.0,237.0,218.8398,108.0937,15.441957142857143,-3.4265151896464454,17.78467925,18.160200000000003,0.10939879518072293
6.8648,115.2158,30.4297,5.5667,63.2667,0.0823,2.7712,-9.8224,32.9311,19.7146,84.7861,12.350847803286333,-2.4973841712991134,5.20684941,13.2165,-1.345546913178042
4.07,155.6324,35.706,5.0125,87.7875,0.1317,2.5104,-45.1629,40.7304,2.7587,119.9264,29.465945945945943,-2.0272286702329017,11.56161375,37.97170000000001,-0.8407719610565311
74.7991,88.988,80.8841,0.6542,1.1792,0.4076,1.0724,-114.1375,-99.978,-106.9244,8.103899999999996,0.10834221267368184,-0.8974689776335673,0.4806419200000001,6.946400000000012,-0.060859927718760365
79.0988,92.8576,85.4827,0.6208,1.1458,0.4234,1.0534,-97.4542,-78.9021,-89.6301,7.374900000000012,0.09323655984667292,-0.8594379202813722,0.48513172,10.727999999999994,-0.1100824797699842
9.0,147.0,47.1484,0.0667,491.6958,0.0291,3.7068,170.0,237.0,215.8594,99.8516,11.09462222222222,-3.5370171048046903,14.308347780000002,21.140600000000006,0.12435647058823532
28.7929,82.3235,66.068,4.2,33.4333,0.1024,2.4765,-14.4306,13.1275,-4.5586,16.255499999999998,0.5645662645999534,-2.2788685663767296,3.4235699200000003,17.6861,-1.2255969952739318
3.0,32.0,4.8594,0.0054,14.3875,0.5361,1.1768,230.0,250.0,247.4414,27.1406,9.046866666666666,-0.6234345681486451,7.71313875,2.5586000000000126,0.011124347826087013
3.64,50.7211,4.4865,0.3042,5.6125,0.9427,0.1828,19.4112,41.5571,40.5025,46.2346,12.701813186813187,-0.05900718058003241,5.29090375,1.0546000000000006,0.05432945928123973
64.695,105.1116,85.9068,2.7792,15.3292,0.1472,2.1253,-20.0152,-7.431,-15.1446,19.204799999999988,0.29685137955019697,-1.9159630726873609,2.25645824,7.7136,-0.3853871057995923
4.07,112.421,29.7931,11.1833,288.9916,0.0667,3.2048,4.421,40.7304,29.7956,82.62790000000003,20.301695331695328,-2.7075503260605593,19.27573972,10.934800000000005,2.4733770640126678
7.0,97.0,32.2031,0.0395,199.3667,0.0515,3.2268,191.0,245.0,228.8828,64.7969,9.2567,-2.966173471312447,10.26738505,16.117199999999997,0.08438324607329843
97.3723,133.9192,112.4361,2.75,15.2417,0.1502,2.1262,-104.1394,-37.6914,-74.5214,21.483099999999997,0.220628453882675,-1.895787539652103,2.28930334,36.83,-0.35366057419190045
14.6041,72.8643,39.5689,3.3833,21.8667,0.1265,2.2693,-51.981,19.8689,-15.9466,33.2954,2.279866612800515,-2.0675129708145623,2.7661375500000003,35.8155,-0.68901136953887
11.8094,61.9002,44.7201,2.5417,14.825,0.1696,2.0458,-98.4569,17.57,-68.6,17.180099999999996,1.454781784002574,-1.7743125556243344,2.51432,86.16999999999999,-0.8752052928743438
82.5385,90.9228,86.3812,0.3,0.3917,0.6018,0.6868,-102.039,-93.405,-98.7418,4.541599999999988,0.05502401909411957,-0.5078301147861922,0.23572506,5.336799999999997,-0.0523015709679632
2.9951,3.855,3.3335,0.0,0.0,1.0,0.0,39.0675,40.5231,39.841,0.5215000000000001,0.17411772561851027,0.0,0.0,0.6820999999999984,0.017459525180776817
8.0,155.0,64.8047,0.0831,734.7458,0.0237,3.8797,168.0,246.0,212.2422,90.1953,11.2744125,-3.742280230841052,17.41347546,33.7578,0.20093928571428574
78.8838,97.8022,87.1321,1.0583,2.4833,0.2953,1.3783,-103.0842,-89.6102,-97.8152,10.670100000000003,0.1352635141816191,-1.21976349023226,0.7333184899999999,8.204999999999998,-0.07959512709028152
3.0,118.0,17.8242,0.0259,129.1708,0.1298,2.6811,206.0,249.0,241.8984,100.1758,33.39193333333333,-2.0417604747121474,16.766369840000007,7.1015999999999915,0.034473786407766945
28.148000000000003,91.1378,60.895,3.3792,20.7375,0.1246,2.2614,-86.8425,-12.2468,-61.7964,30.242799999999995,1.0744209180048314,-2.082646672628784,2.5838925,49.5496,-0.5705685580217059
3.855,156.0624,31.4416,7.35,155.0917,0.2167,2.4812,-3.7737,41.5571,30.1323,124.6208,32.32705577172504,-1.5292413704398238,33.60837139,11.424799999999998,-3.0274796618703124
3.0,94.0,11.5547,0.031,236.9792,0.1423,2.7085,205.0,251.0,245.1797,82.4453,27.48176666666667,-1.9498177738863305,33.72214016,5.820300000000002,0.028391707317073182
33.9525,82.3235,58.2791,2.3083,10.2583,0.16399999999999998,1.9817,-94.3734,-34.2433,-74.5282,24.0444,0.7081776010603047,-1.8078888511579387,1.6823612000000001,40.2849,-0.4268671045019041
5.0,203.0,73.3633,0.1002,1120.4918,0.0215,4.0562,121.0,237.0,196.4141,129.63670000000002,25.927340000000004,-3.83970234384852,24.0905737,40.58590000000001,0.33542066115702485
55.0,190.0,113.5586,0.0589,387.3833,0.0358,3.5328,47.0,148.0,102.4922,76.4414,1.3898436363636364,-3.3298073855754824,13.86832214,45.5078,0.9682510638297872
11.5944,85.9782,47.0832,7.2083,83.5417,0.065,2.9078,-4.0324,27.2758,7.5295,38.895,3.35463672117574,-2.7333680090865,5.4302105,19.7463,-4.896910028766989
9.4446,86.1932,36.3316,6.125,65.75,0.0735,2.7836,-85.4825,26.1705,-13.6842,49.8616,5.27937657497406,-2.6104698727633457,4.832625,39.8547,-0.466232269762817
4.07,122.9551,27.4947,7.1792,152.6208,0.158,2.6759,4.9152,41.9693,33.3671,95.4604,23.45464373464373,-1.84516024595517,24.114086399999998,8.602199999999996,1.7501220703124991
2.0,165.0,34.6133,0.0815,1083.7041,0.0407,3.6904,180.0,242.0,225.457,130.3867,65.19335,-3.201527186533588,44.10675687,16.543000000000006,0.0919055555555556
4.0,94.0,17.5625,0.0357,212.0,0.0617,3.1088,186.0,234.0,226.668,76.4375,19.109375,-2.785471348070795,13.0804,7.331999999999994,0.03941935483870964
2.0,28.0,3.7773,0.0038,5.9,0.3943,1.2654,236.0,252.0,248.6445,24.2227,12.11135,-0.9306432380985556,2.3263700000000003,3.3555000000000064,0.014218220338983078
8.0,164.0,58.5664,0.0767,658.2084,0.0265,3.7895,172.0,245.0,216.2109,105.4336,13.1792,-3.6306105459899607,17.442522600000004,28.78909999999999,0.16737848837209296
9.0,163.0,68.0664,0.0718,609.1292,0.0288,3.7692,155.0,236.0,202.3242,94.9336,10.548177777777775,-3.5473798918402366,17.54292096,33.67580000000001,0.2172632258064517
82.3235,87.6981,85.1805,0.1583,0.1583,0.7335,0.4369,-100.4897,-93.405,-97.274,2.5176000000000016,0.03058179013282965,-0.3099276813991006,0.11611305,3.869,-0.03850145835841882
35.4574,101.0269,71.6156,5.7333,54.4833,0.0767,2.7236,-22.8787,-1.9724,-14.6714,29.4113,0.8294827031874868,-2.5678535706089263,4.17886911,12.699000000000002,-0.5550577611490164
4.0,141.0,46.6445,0.0921,944.8917,0.0226,3.9616,167.0,243.0,217.5547,94.3555,23.588875,-3.789805372703897,21.35455242,25.445300000000003,0.15236706586826348
3.0,79.0,8.8594,0.0125,46.2458,0.2143,2.061,214.0,247.0,243.4531,70.1406,23.3802,-1.5403783765026058,9.91047494,3.5468999999999937,0.01657429906542053
4.07,21.9135,5.7882,0.8208,4.6208,0.5356,1.083,35.9152,41.7633,40.5009,16.1253,3.961990171990172,-0.6243676651651197,2.47490048,1.2623999999999995,0.03514946317993495
3.4251,67.9197,8.8592,2.675,36.7917,0.3773,1.7186,28.1558,43.2015,40.2593,59.06050000000001,17.243438147791306,-0.9747146520118722,13.88150841,2.9422,0.1044971195988038
2.0,126.0,21.0586,0.0406,308.3583,0.0684,3.1702,174.0,240.0,227.5859,104.9414,52.4707,-2.6823824543536317,21.09170772,12.41409999999999,0.07134540229885053
9.0,166.0,55.1602,0.087,845.2292,0.0258,3.8737,176.0,246.0,220.125,110.8398,12.315533333333333,-3.657380787054565,21.80691336,25.875,0.14701704545454544
11.5944,77.5939,36.1401,4.2,30.4417,0.1027,2.415,-69.0443,28.1558,-22.1919,41.45380000000001,3.5753294693990214,-2.2759431620476245,3.1263625900000003,50.3477,-0.7292086385117961
47.9264,90.4928,64.3801,3.75,24.1167,0.1078,2.3646,-73.8781,-39.9264,-54.495,26.112700000000004,0.5448500200307138,-2.22747762050724,2.59978026,14.568599999999995,-0.19719781640296646
9.0146,98.4472,45.9008,8.975,128.1,0.0499,3.1206,-4.0324,32.5014,11.0281,52.5464,5.8290329021809075,-2.997734276224664,6.3921899999999985,21.473299999999995,-5.325190953278443
5.7899,46.4215,14.2993,3.5292,29.3542,0.1519,2.3053,-68.6495,33.7879,10.4336,32.1222,5.547971467555572,-1.8845328693804095,4.45890298,23.3543,-0.34019621410206924
1.0,167.0,10.0195,0.0222,254.6292,0.3353,1.8188,186.0,249.0,244.7969,156.9805,156.9805,-1.0927296255099543,85.37717076,4.203100000000006,0.022597311827957024
81.4636,112.851,95.7733,1.9292,7.5208,0.1935,1.836,-106.8235,-64.7649,-94.4987,17.077699999999993,0.20963596010979127,-1.6424777665123005,1.4552748000000002,29.7338,-0.2783451206897359
6.0,68.0,12.2148,0.0141,35.825,0.1419,2.327,224.0,246.0,241.9492,55.7852,9.297533333333334,-1.9526326948161399,5.0835675,4.0508000000000095,0.018083928571428612
5.1449,71.7894,17.2805,5.5042,72.3708,0.099,2.6846,1.3264,39.276,34.5933,54.5089,10.594744309899122,-2.312635428847547,7.164709200000001,4.682699999999997,3.530382991556089
3.0,153.0,19.6758,0.0403,316.5042,0.0769,3.075,180.0,251.0,240.8477,133.3242,44.4414,-2.565249402470539,24.33917298,10.152299999999997,0.05640166666666665
6.2198,71.7894,21.9673,4.7583,49.8417,0.1058,2.5818,-3.5153,34.0016,21.4711,49.8221,8.01024148686453,-2.246204759557938,5.27325186,12.530500000000005,-3.5645606349386982
2.0,4.0,2.0469,0.0001,0.0333,0.9356,0.1461,249.0,253.0,251.7422,1.9531,0.97655,-0.06656724427211311,0.031155480000000006,1.2578000000000031,0.005051405622489972
6.0,67.0,19.332,0.0296,113.5667,0.0651,2.9789,221.0,246.0,239.7344,47.668,7.944666666666666,-2.731830729767613,7.393192170000002,6.265600000000006,0.02835113122171948
48.1413,113.7109,72.5838,2.6292,14.1958,0.1522,2.0935,-105.205,-62.1113,-87.7626,41.1271,0.8542997384781881,-1.8825598335545517,2.16060076,25.65130000000001,-0.2438220616890833
3.0,124.0,14.8125,0.0293,253.2958,0.1403,2.6243,182.0,245.0,237.4219,109.1875,36.395833333333336,-1.9639722918737217,35.53740074,7.578100000000006,0.04163791208791212
9.0,178.0,103.9961,0.1142,1293.8959,0.0186,4.1176,151.0,232.0,176.5898,74.0039,8.222655555555555,-3.9845936982629815,24.06646374,55.4102,0.3669549668874173
6.0048,114.3558,39.9955,4.775,45.8917,0.098,2.5894,-42.8494,38.0217,8.8683,74.3603,12.383476552091658,-2.322787800311565,4.4973866000000005,29.153400000000005,-0.6803689199848774
3.0,162.0,24.4688,0.0511,379.8292,0.0421,3.4373,180.0,250.0,236.293,137.5312,45.84373333333334,-3.1677075382938016,15.99080932,13.706999999999995,0.07614999999999998
3.0,170.0,44.2773,0.0409,251.0459,0.0736,3.1696,196.0,246.0,229.4219,125.7227,41.90756666666667,-2.6091102532473065,18.47697824,16.578100000000006,0.08458214285714287
4.715,29.6529,6.2064,0.6042,4.1125,0.6940000000000001,0.7732,16.6431,35.9152,34.3305,23.4465,4.9727465535524935,-0.3652833184753325,2.854075,1.584699999999998,0.09521663632376168
2.0,19.0,2.2461,0.0017,4.1667,0.7647,0.5668,240.0,249.0,248.418,16.7539,8.37695,-0.2682716789319575,3.18627549,0.5819999999999936,0.0024249999999999736
